fever,one_uri_symp,travel_risk_country,covid19_contact,close_risk_country,int_contact,med_prof,close_con,risk_level,gen_action,spec_action
0,1,0,0,0,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้เฝ้าระวังอาการตนเอง ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ (มีทั้ง 2 อาการ) ให้ติดต่อสถานพยาบาลทันที
1,0,1,1,1,1,0,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,1,1,0,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,1,1,0,1,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,1,0,1,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,1,0,1,1,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,0,1,1,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,0,1,1,1,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติเดินทางจากพื้นที่เสี่ยง ให้กักตัว 14 วัน พร้อมเฝ้าระวังอาการ ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ ให้ติดต่อสถานพยาบาลทันที
0,1,1,0,1,1,1,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติเดินทางจากพื้นที่เสี่ยง ให้กักตัว 14 วัน พร้อมเฝ้าระวังอาการ ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ ให้ติดต่อสถานพยาบาลทันที
1,0,0,1,1,1,1,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,0,1,1,1,1,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,1,1,0,0,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,1,0,0,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,1,0,1,0,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,0,1,0,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,0,1,1,0,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติเดินทางจากพื้นที่เสี่ยง ให้กักตัว 14 วัน พร้อมเฝ้าระวังอาการ ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ ให้ติดต่อสถานพยาบาลทันที
0,1,1,0,1,1,0,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติเดินทางจากพื้นที่เสี่ยง ให้กักตัว 14 วัน พร้อมเฝ้าระวังอาการ ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ ให้ติดต่อสถานพยาบาลทันที
1,0,0,1,1,1,0,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,0,1,1,1,0,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,1,0,0,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,0,0,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,0,1,0,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติเดินทางจากพื้นที่เสี่ยง ให้กักตัว 14 วัน พร้อมเฝ้าระวังอาการ ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ ให้ติดต่อสถานพยาบาลทันที
0,1,1,0,1,0,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติเดินทางจากพื้นที่เสี่ยง ให้กักตัว 14 วัน พร้อมเฝ้าระวังอาการ ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ ให้ติดต่อสถานพยาบาลทันที
1,0,0,1,1,0,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,0,1,1,0,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,0,0,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติเดินทางจากพื้นที่เสี่ยง ให้กักตัว 14 วัน พร้อมเฝ้าระวังอาการ ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ ให้ติดต่อสถานพยาบาลทันที
0,1,1,0,0,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติเดินทางจากพื้นที่เสี่ยง ให้กักตัว 14 วัน พร้อมเฝ้าระวังอาการ ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ ให้ติดต่อสถานพยาบาลทันที
1,0,0,1,0,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,0,1,0,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,0,0,1,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้เฝ้าระวังอาการตนเอง ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ (มีทั้ง 2 อาการ) ให้ติดต่อสถานพยาบาลทันที
0,1,0,0,1,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้เฝ้าระวังอาการตนเอง ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ (มีทั้ง 2 อาการ) ให้ติดต่อสถานพยาบาลทันที
1,0,1,1,1,1,1,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,1,1,1,0,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,1,1,1,0,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,1,1,0,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,1,1,0,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,1,0,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,1,0,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,0,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,0,1,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติเดินทางจากพื้นที่เสี่ยง ให้กักตัว 14 วัน พร้อมเฝ้าระวังอาการ ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ ให้ติดต่อสถานพยาบาลทันที
0,1,1,0,1,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติเดินทางจากพื้นที่เสี่ยง ให้กักตัว 14 วัน พร้อมเฝ้าระวังอาการ ถ้ามีอาการไข้ ร่วมกับ อาการระบบทางเดินหายใจ ให้ติดต่อสถานพยาบาลทันที
1,0,0,1,1,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,0,1,1,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,0,1,1,1,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
0,1,1,1,1,1,1,1,3,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,เนื่องจากท่านมีประวัติอยู่ใกล้ชิดผู้ป่วยยืนยันCOVID-19 ให้ติดต่อเจ้าหน้าที่ควบคุมโรค เพื่อประเมินความเสี่ยง
1,1,0,0,0,0,0,0,2,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,อาจเป็นโรคอื่น ถ้า 2 วัน อาการไม่ดีขึ้นให้ไปพบแพทย์
1,1,1,0,0,0,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,0,0,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,1,0,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,0,1,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,0,0,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,0,0,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,0,0,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,1,0,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,1,0,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,0,1,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,0,1,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,1,1,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,0,0,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,0,0,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,1,0,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,0,1,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,0,0,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,0,0,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,1,0,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,0,1,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,0,0,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,1,0,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,0,1,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,1,1,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,1,1,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,0,0,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,1,0,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,1,0,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,0,1,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,0,1,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,1,1,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,0,0,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,1,0,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,1,0,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,0,1,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,0,1,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,1,1,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,0,0,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,0,0,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,1,0,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,0,1,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,1,1,0,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,1,0,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,0,1,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,1,1,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,1,1,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,1,0,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,0,1,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,1,1,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,1,1,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,0,0,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,1,0,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,1,0,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,0,1,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,0,1,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,0,1,1,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,1,1,1,0,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,1,1,0,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,1,0,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,0,1,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,0,1,1,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,0,1,1,1,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
1,1,1,1,1,1,1,1,4,ล้างมือ สวมหน้ากาก หลีกเลี่ยงที่แออัด,ให้ติดต่อสถานพยาบาลทันที
